rank,title,artist,streams,spotify_url,track_id
,I Can Do It With a Broken Heart,Taylor Swift,736752849,,
,Don't Cha,The Pussycat Dolls,736018145,,
,Mary On A Cross,Ghost,736000703,,
,Whole Lotta Love,Led Zeppelin,735766349,,
,Friends,Justin Bieber,735462861,,
,Fly Me To The Moon (In Other Words),Frank Sinatra,735407170,,
,Blue (Da Ba Dee),Eiffel 65,734978431,,
,TEXAS HOLD 'EM,Beyoncé,734587272,,
,Cuando Nadie Ve,Morat,734364099,,
,Beer Never Broke My Heart,Luke Combs,734338447,,
,Self Esteem,The Offspring,734282315,,
,Weak,AJR,734081375,,
,The Kill,Thirty Seconds To Mars,733868011,,
,Pa' Que Retozen,Tego Calderón,733823281,,
,"Alone, Pt. II",Alan Walker,733766722,,
,EL AMOR DE SU VIDA,Grupo Frontera,733504931,,
,my ex's best friend,mgk,733245787,,
,Maniac,Michael Sembello,733202353,,
,Skinny Love,Bon Iver,733018565,,
,Clarity,Zedd,732847618,,
,Man! I Feel Like A Woman!,Shania Twain,732388719,,
,Bubbly,Colbie Caillat,732308899,,
,Hail to the King,Avenged Sevenfold,731788848,,
,Madonna,Natanael Cano,731663889,,
,Ahora Dice,Chris Jedi,731447653,,
,La Jeepeta,Nio Garcia,731153597,,
,One Right Now,Post Malone,730946181,,
,Kiss and Make Up,Dua Lipa,730647316,,
,Envolver,Anitta,730325324,,
,1979,The Smashing Pumpkins,729932506,,
,Un Coco,Bad Bunny,729853973,,
,10 Freaky Girls,Metro Boomin,729764629,,
,Mambo No. 5 (a Little Bit of...),Lou Bega,729760104,,
,Rara Vez,Milo j,729701934,,
,At My Worst,Pink Sweat$,729638862,,
,Sonne,Rammstein,729265417,,
,Play Hard,David Guetta,728891609,,
,Break Your Heart,Taio Cruz,728666272,,
,I'm a Mess,Bebe Rexha,728423674,,
,Applause,Lady Gaga,727905937,,
,As If It's Your Last,BLACKPINK,727708208,,
,Fuentes de Ortiz,Ed Maverick,727471410,,
,Botella Tras Botella,Gera MX,727432955,,
,All Around The World (La La La),R3HAB,727351931,,
,Carry on Wayward Son,Kansas,727306129,,
,DNA,BTS,726946001,,
,NUEVAYoL,Bad Bunny,726847964,,
,PUNTO G,Quevedo,725922483,,
,Secret Love Song,Little Mix,725896171,,
,Lights Up,Harry Styles,725755112,,
,Right My Wrongs,Bryson Tiller,725336659,,
,Bloody Mary,Lady Gaga,725123832,,
,Talking Body,Tove Lo,725102148,,
,Bad Things,mgk,724977852,,
,La Víctima,Xavi,724207304,,
,The Door,Teddy Swims,724026870,,
,Baby Don't Hurt Me,David Guetta,723871868,,
,Here With Me,Marshmello,723515413,,
,Giant,Calvin Harris,723460918,,
,CARNIVAL,Â¥$,723329108,,
,When I Come Around,Green Day,723296826,,
,Can You Feel My Heart,Bring Me The Horizon,723169686,,
,Young,Vacations,723048346,,
,Bonita,J Balvin,722490153,,
,Boyfriend,Dove Cameron,722114914,,
,Jamming,Bob Marley & The Wailers,722037908,,
,Move,Adam Port,721910856,,
,Supermassive Black Hole,Muse,721883629,,
,SABOR FRESA,Fuerza Regida,721670596,,
,Go Fuck Yourself,Two Feet,721630671,,
,Nothing's Gonna Stop Us Now,Starship,721603314,,
,No Promises,Cheat Codes,721310912,,
,the 1,Taylor Swift,721185506,,
,Alien Blues,Vundabar,721076732,,
,Papercut,Linkin Park,720997219,,
,Love,Keyshia Cole,720959639,,
,I Don't Wanna Do This Anymore,XXXTENTACION,720923685,,
,"1, 2, 3",Sofía Reyes,720817742,,
,Can I Call You Tonight?,Dayglow,720648729,,
,CHORRITO PA LAS ANIMAS,Feid,720514342,,
,I Want To Break Free,Queen,720500124,,
,SPIT IN MY FACE!,ThxSoMch,720424857,,
,Dura,Daddy Yankee,720291962,,
,21 Guns,Green Day,720221394,,
,Drive,Incubus,719792544,,
,La Gozadera,Gente De Zona,719771303,,
,Animal I Have Become,Three Days Grace,718661642,,
,La Incondicional,Luis Miguel,718340816,,
,Die A Happy Man,Thomas Rhett,718193902,,
,Belly Dancer,Imanbek,718158735,,
,Adiós Amor,Christian Nodal,718109313,,
,Hollaback Girl,Gwen Stefani,716674573,,
,Candy,Plan B,716419712,,
,Summer Days,Martin Garrix,716417289,,
,Bloom,The Paper Kites,715916109,,
,Thunder,Gabry Ponte,715867884,,
,Sweet Disposition,The Temper Trap,715545489,,
,Dile Que Tu Me Quieres,Ozuna,715431436,,
,Gives You Hell,The All-American Rejects,715129089,,
,The Search,NF,714906083,,
,Scared To Start,Michael Marcagi,714904551,,
,Line Without a Hook,Ricky Montgomery,714781450,,
,Kill Yourself (Part III),$uicideboy$,714304837,,
,Gorgeous,Taylor Swift,713309714,,
,Jessie's Girl,Rick Springfield,713023725,,
,Here,Alessia Cara,712765877,,
,Mrs. Robinson,Simon & Garfunkel,712507791,,
,Mrs. Robinson,Paul Simon,712507791,,
,The Only Exception,Paramore,712481650,,
,Run,OneRepublic,712337820,,
,Rojo,J Balvin,712273555,,
,Freaky Friday,Lil Dicky,711858330,,
,All The Things She Said,t.A.T.u.,711815960,,
,Legends Never Die,League of Legends,711270579,,
,Ignorantes,Bad Bunny,711132050,,
,YOUTH,Troye Sivan,711044468,,
,Big Girls Don't Cry (Personal),Fergie,711042333,,
,Bebe Dame,Fuerza Regida,710237493,,
,All Night,The Vamps,710126549,,
,Are You Gonna Be My Girl,Jet,709960024,,
,Gold,Kiiara,709935389,,
,Part Of Me,Katy Perry,709755110,,
,Come On Eileen,Dexys Midnight Runners,709601799,,
,You're The One That I Want,John Travolta,709152217,,
,ceilings,Lizzy McAlpine,709122397,,
,Colgando en tus manos (con Marta Sánchez),Carlos Baute,708945200,,
,Come and See Me,PARTYNEXTDOOR,708935881,,
,Dear Future Husband,Meghan Trainor,708874405,,
,Deep Phase Noise 1,Milli Hughes,708766497,,
,La Corriente,Bad Bunny,708533981,,
,夜に駆ける,YOASOBI,708456099,,
,Belong Together,Mark Ambor,707914289,,
,La Jeepeta,Nio Garcia,707848062,,
,Loyal,Chris Brown,707733899,,
,Dembow,Danny Ocean,707661909,,
,Leave Me Alone,Flipp Dinero,707581086,,
,Learn to Fly,Foo Fighters,706753350,,
,La player (Bandolera),Zion & Lennox,706676766,,
,Please Don't Go,Joel Adams,706536344,,
,Hype Boy,NewJeans,706196602,,
,Pa' Olvidarme De Ella,Piso 21,705885128,,
,Andas En Mi Cabeza,Chino & Nacho,705444161,,
,Love Myself,Hailee Steinfeld,705403804,,
,Ocean Drive,Duke Dumont,705384356,,
,Thinkin' Bout Me,Morgan Wallen,705375531,,
,Get Busy,Sean Paul,705333211,,
,You're Still The One,Shania Twain,705290965,,
,Una Vez,Bad Bunny,705247014,,
,Wicked Games,The Weeknd,704924960,,
,Black Magic,Little Mix,704803445,,
,One More Time,Daft Punk,704554856,,
,exes,Tate McRae,704422459,,
,The Greatest,Sia,704168194,,
,Miss You,Oliver Tree,704105923,,
,LA FALDA,Myke Towers,704059550,,
,Can't Remember to Forget You,Shakira,704015453,,
,Heartless,Diplo,704003794,,
,Best of You,Foo Fighters,703866197,,
,Lollipop,Lil Wayne,703559732,,
,Obsesion,Aventura,703359853,,
,La flaca,Jarabe De Palo,703286340,,
,Slow It Down,Benson Boone,703130513,,
,Psychosocial,Slipknot,702908168,,
,Can We Kiss Forever?,Kina,702690496,,
,X SI VOLVEMOS,KAROL G,702626943,,
,You & I,One Direction,702520215,,
,Bed Chem,Sabrina Carpenter,702453127,,
,No Limit,G-Eazy,702315243,,
,Sanctuary,Joji,702055671,,
,Escape (The Pina Colada Song),Rupert Holmes,701910626,,
,DUELE EL CORAZON,Enrique Iglesias,701704404,,
,You & Me,Disclosure,701635525,,
,Vente Pa' Ca,Ricky Martin,701567147,,
,You're Welcome,Dwayne Johnson,701339540,,
,Rockstar,Nickelback,701133562,,
,Madura,Cosculluela,700965303,,
,Solo,Future,700714111,,
,Super Shy,NewJeans,700238819,,
,How Far I'll Go,Auli'i Cravalho,700129942,,
,Crank That (Soulja Boy),Soulja Boy,700090407,,
,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,700081201,,
,Respect,Aretha Franklin,699586560,,
,Nena Maldición,Paulo Londra,699307279,,
,Perdóname,La Factoria,699289580,,
,Say My Name,David Guetta,698911983,,
,Salió El Sol,Don Omar,698909625,,
,Baba O'Riley,The Who,698854004,,
,Before He Cheats,Carrie Underwood,698529736,,
,Houdini,Eminem,698373431,,
,Harleys In Hawaii,Katy Perry,698265883,,
,Rosa Pastel,Belanova,698204686,,
,You Know How We Do It,Ice Cube,698092725,,
,I Know What You Did Last Summer,Shawn Mendes,698066104,,
,When You Love Someone,James TW,698032139,,
,Sex,Cheat Codes,697753341,,
,One,U2,697666521,,
,Little Things,One Direction,697431447,,
,Pursuit Of Happiness,Kid Cudi,697278673,,
,Jump Around,House Of Pain,697274475,,
,Skinny Love,Bon Iver,697200280,,
,The Sound of Silence,Simon & Garfunkel,697173505,,
,This Side of Paradise,Coyote Theory,696662946,,
,Hungry Eyes,Eric Carmen,696641574,,
,Green Light,Lorde,696545994,,
,Get Into It (Yuh),Doja Cat,696506403,,
,Leave a Light On,Tom Walker,696340058,,
,Vivir Mi Vida,Marc Anthony,696205117,,
,You Don't Know Me,Jax Jones,695980708,,
,Dreams,The Cranberries,695925495,,
,Envolver,Anitta,695825119,,
,Uprising,Muse,695768219,,
,Go Fuck Yourself,Two Feet,695687140,,
,rises the moon,Liana Flores,695660148,,
,Even Flow,Pearl Jam,695276050,,
,Good as Hell,Lizzo,694874524,,
,This City,Sam Fischer,694853939,,
,Rescue Me,OneRepublic,694776235,,
,Sensualidad,Bad Bunny,694603702,,
,Tattoo,Loreen,694549704,,
,Faith,George Michael,694437807,,
,To Build A Home,The Cinematic Orchestra,694437484,,
,Fuera del mercado,Danny Ocean,694434698,,
,Dile al Amor,Aventura,693839813,,
,Don't You Want Me,The Human League,693315729,,
,breathin,Ariana Grande,693086957,,
,Wide Awake,Katy Perry,693074437,,
,De Música Ligera,Soda Stereo,692812940,,
,Darkside,Alan Walker,692752339,,
,Ya No Somos Ni Seremos,Christian Nodal,692701487,,
,Plug Walk,Rich The Kid,692362687,,
,Radio Ga Ga,Queen,691729090,,
,The Final Countdown,Europe,691681102,,
,Freak On a Leash,Korn,691630608,,
,Training Season,Dua Lipa,691509870,,
,Always,Bon Jovi,690949260,,
,MONACO,Bad Bunny,690916478,,
,Si No Quieres No,Luis R Conriquez,690619570,,
,I Can't Handle Change,Roar,690383726,,
,Sky Walker,Miguel,689808766,,
,Midnight Sky,Miley Cyrus,689689616,,
,Let Me Know (I Wonder Why Freestyle),Juice WRLD,689614707,,
,Tattoo,Rauw Alejandro,689346461,,
,The Boys Of Summer,Don Henley,689179473,,
,No Se Va,Morat,688653437,,
,Lonely Boy,The Black Keys,688643762,,
,Blue (Da Ba Dee),Eiffel 65,688583093,,
,Save Tonight,Eagle-Eye Cherry,688503860,,
,How Do I Say Goodbye,Dean Lewis,688066899,,
,Various Artists -,,688066899,,
,El Gordo Trae El Mando,Chino Pacas,687963364,,
,Prom Queen,Beach Bunny,687894194,,
,Stumblin' In,CYRIL,687872454,,
,cómo dormiste?,Rels B,687776657,,
,Bubbly,Colbie Caillat,687720316,,
